"","ACH_M3","ACH_P6","SOC","GENDER","ID","SID","PID"
"1300",2,72,0,"Male",1300,"7","41"
"1301",3,81,0,"Male",1301,"7","41"
"1302",10,125,0,"Female",1302,"7","41"
"1303",10,103,20,"Female",1303,"7","41"
"1304",2,92,0,"Male",1304,"7","41"
"1305",8,105,31,"Female",1305,"7","41"
"1306",2,90,0,"Male",1306,"7","41"
"1307",2,78,20,"Male",1307,"7","41"
"1308",2,78,0,"Female",1308,"4","42"
"1309",3,106,0,"Male",1309,"2","42"
"1310",5,101,0,"Female",1310,"2","42"
"1311",4,107,0,"Female",1311,"2","42"
"1312",4,99,31,"Male",1312,"2","42"
"1313",7,91,20,"Female",1313,"1","43"
"1314",7,88,20,"Male",1314,"11","43"
"1315",7,94,20,"Male",1315,"2","44"
"1316",4,89,0,"Male",1316,"2","44"
"1317",9,108,20,"Female",1317,"2","44"
"1318",10,126,20,"Female",1318,"2","44"
"1319",10,116,0,"Male",1319,"2","45"
"1320",9,110,0,"Male",1320,"2","45"
"1321",6,113,0,"Male",1321,"2","45"
"1322",1,100,0,"Female",1322,"2","45"
"1323",3,93,31,"Male",1323,"2","45"
"1324",6,107,0,"Female",1324,"2","45"
"1325",1,90,0,"Male",1325,"2","45"
"1326",5,106,20,"Female",1326,"2","45"
"1327",9,117,0,"Female",1327,"2","45"
"1328",7,105,0,"Male",1328,"2","45"
"1329",3,103,0,"Male",1329,"2","45"
"1330",2,83,0,"Male",1330,"2","45"
"1331",5,90,31,"Male",1331,"2","45"
"1332",3,98,0,"Male",1332,"2","45"
"1333",6,103,0,"Male",1333,"2","45"
"1334",10,109,0,"Female",1334,"2","45"
"1335",10,109,0,"Female",1335,"2","45"
"1336",5,99,20,"Female",1336,"2","45"
"1337",8,107,0,"Male",1337,"2","45"
"1338",4,104,0,"Male",1338,"2","45"
"1339",6,109,31,"Female",1339,"1","46"
"1340",3,79,0,"Male",1340,"1","46"
"1341",4,82,0,"Female",1341,"1","46"
"1342",5,70,0,"Male",1342,"1","46"
"1343",6,95,20,"Male",1343,"1","46"
"1344",2,85,0,"Female",1344,"1","46"
"1345",8,98,0,"Female",1345,"1","46"
"1346",2,70,0,"Male",1346,"1","46"
"1347",6,96,20,"Female",1347,"2","47"
"1348",5,96,0,"Female",1348,"2","47"
"1349",3,85,0,"Male",1349,"2","47"
"1350",10,103,0,"Male",1350,"2","47"
"1351",3,89,0,"Male",1351,"2","47"
"1352",9,107,20,"Female",1352,"2","47"
"1353",7,88,0,"Female",1353,"2","47"
"1354",10,102,20,"Male",1354,"2","47"
"1355",10,136,31,"Male",1355,"2","47"
"1356",7,109,0,"Female",1356,"2","47"
"1357",9,103,0,"Female",1357,"2","47"
"1358",3,83,20,"Female",1358,"2","47"
"1359",2,82,20,"Male",1359,"2","47"
"1360",4,86,0,"Female",1360,"2","47"
"1361",5,93,0,"Female",1361,"2","47"
"1362",10,116,0,"Female",1362,"2","47"
"1363",10,115,0,"Male",1363,"2","47"
"1364",10,99,0,"Male",1364,"2","47"
"1365",10,110,20,"Female",1365,"2","47"
"1366",2,77,0,"Male",1366,"2","47"
"1367",7,107,20,"Female",1367,"2","47"
"1368",7,112,20,"Male",1368,"2","47"
"1369",4,103,0,"Male",1369,"2","47"
"1370",10,100,0,"Female",1370,"2","47"
"1371",2,77,0,"Male",1371,"2","47"
"1372",6,104,0,"Male",1372,"2","47"
"1373",4,96,20,"Male",1373,"2","47"
"1374",6,100,1,"Female",1374,"2","47"
"1375",9,98,0,"Female",1375,"2","47"
"1376",10,99,31,"Male",1376,"2","47"
"1377",3,95,1,"Male",1377,"2","47"
"1378",5,96,0,"Male",1378,"2","47"
"1379",10,107,20,"Male",1379,"4","47"
"1380",9,100,0,"Female",1380,"2","47"
"1381",5,88,20,"Female",1381,"2","47"
"1382",7,126,0,"Female",1382,"2","47"
"1383",9,103,0,"Female",1383,"2","47"
"1384",2,86,0,"Male",1384,"3","47"
"1385",10,101,1,"Female",1385,"2","47"
"1386",6,112,0,"Female",1386,"2","47"
"1387",10,113,1,"Female",1387,"2","47"
"1388",3,89,0,"Male",1388,"2","47"
"1389",4,85,0,"Female",1389,"19","47"
"1390",10,102,1,"Female",1390,"2","47"
"1391",10,116,0,"Female",1391,"4","47"
"1392",4,89,31,"Female",1392,"4","47"
"1393",10,122,1,"Female",1393,"2","47"
"1394",10,109,1,"Female",1394,"2","47"
"1395",6,92,31,"Female",1395,"2","47"
"1396",10,102,1,"Male",1396,"2","47"
"1397",9,105,0,"Male",1397,"4","47"
"1398",7,98,1,"Female",1398,"2","47"
"1399",8,106,0,"Female",1399,"3","48"
"1400",10,109,20,"Male",1400,"3","48"
"1401",2,75,0,"Female",1401,"3","48"
"1402",10,102,0,"Female",1402,"3","48"
"1403",10,114,20,"Female",1403,"3","48"
"1404",1,86,0,"Female",1404,"3","48"
"1405",2,89,20,"Male",1405,"3","48"
"1406",3,100,1,"Female",1406,"3","48"
"1407",5,96,31,"Male",1407,"3","48"
"1408",3,73,0,"Male",1408,"10","48"
"1409",10,105,0,"Male",1409,"3","48"
"1410",3,86,0,"Male",1410,"3","48"
"1411",10,124,1,"Female",1411,"3","48"
"1412",10,94,0,"Male",1412,"3","48"
"1413",3,106,20,"Female",1413,"3","48"
"1414",10,109,0,"Female",1414,"3","48"
"1415",8,104,0,"Male",1415,"3","48"
"1416",10,99,20,"Male",1416,"3","48"
"1417",10,124,20,"Male",1417,"3","48"
"1418",9,101,0,"Male",1418,"3","48"
"1419",2,80,20,"Male",1419,"3","48"
"1420",2,91,31,"Male",1420,"3","48"
"1421",6,91,20,"Female",1421,"3","48"
"1422",7,104,31,"Male",1422,"3","48"
"1423",5,94,31,"Male",1423,"3","48"
"1424",10,103,31,"Female",1424,"2","49"
"1425",10,106,20,"Female",1425,"14","49"
"1426",3,73,0,"Male",1426,"4","49"
"1427",9,90,20,"Male",1427,"4","49"
"1428",2,90,0,"Female",1428,"4","49"
"1429",8,106,20,"Male",1429,"4","49"
"1430",8,105,0,"Female",1430,"4","49"
"1431",4,88,0,"Female",1431,"4","49"
"1432",9,94,0,"Female",1432,"4","49"
"1433",8,122,31,"Female",1433,"4","49"
"1434",10,108,20,"Female",1434,"4","49"
"1435",10,88,1,"Female",1435,"14","49"
"1436",9,108,1,"Male",1436,"4","49"
"1437",5,84,20,"Female",1437,"4","49"
"1438",4,70,0,"Male",1438,"4","49"
"1439",2,102,0,"Male",1439,"4","49"
"1440",10,101,20,"Male",1440,"11","49"
"1441",9,91,0,"Male",1441,"4","49"
"1442",9,91,20,"Female",1442,"4","49"
"1443",9,102,0,"Female",1443,"4","49"
"1444",10,112,20,"Female",1444,"3","49"
"1445",2,91,1,"Male",1445,"10","49"
"1446",2,93,0,"Male",1446,"3","49"
"1447",4,81,20,"Male",1447,"4","49"
"1448",5,91,31,"Male",1448,"4","49"
"1449",6,102,31,"Female",1449,"4","49"
"1450",2,90,0,"Female",1450,"4","49"
"1451",5,93,0,"Female",1451,"4","49"
"1452",5,94,31,"Male",1452,"4","49"
"1453",6,82,0,"Female",1453,"4","49"
"1454",5,90,0,"Male",1454,"4","49"
"1455",10,103,0,"Male",1455,"11","50"
"1456",7,98,0,"Female",1456,"3","50"
"1457",6,107,0,"Male",1457,"3","50"
"1458",8,105,0,"Female",1458,"3","50"
"1459",3,104,20,"Male",1459,"3","50"
"1460",5,95,0,"Female",1460,"3","50"
"1461",2,79,0,"Female",1461,"3","50"
"1462",4,102,0,"Male",1462,"3","50"
"1463",3,105,20,"Female",1463,"3","50"
"1464",3,84,20,"Female",1464,"3","50"
"1465",3,96,31,"Male",1465,"3","50"
"1466",3,88,0,"Female",1466,"3","50"
"1467",10,110,0,"Male",1467,"3","50"
"1468",8,88,20,"Female",1468,"3","50"
"1469",2,91,0,"Male",1469,"2","50"
"1470",7,95,0,"Male",1470,"3","50"
"1471",5,89,20,"Male",1471,"3","50"
"1472",7,76,0,"Female",1472,"3","50"
"1473",5,101,0,"Male",1473,"3","50"
"1474",1,92,20,"Male",1474,"3","50"
"1475",8,99,0,"Male",1475,"9","50"
"1476",10,102,0,"Female",1476,"3","50"
"1477",10,110,1,"Male",1477,"4","50"
"1478",7,98,20,"Female",1478,"4","50"
"1479",4,92,20,"Female",1479,"3","50"
"1480",10,110,20,"Male",1480,"3","50"
"1481",2,90,0,"Female",1481,"3","50"
"1482",10,112,20,"Male",1482,"4","50"
"1483",9,92,0,"Female",1483,"4","50"
"1484",8,103,0,"Male",1484,"4","50"
"1485",4,96,0,"Male",1485,"3","50"
"1486",2,70,0,"Female",1486,"3","50"
"1487",5,100,0,"Male",1487,"4","50"
"1488",9,100,0,"Female",1488,"1","50"
"1489",2,92,0,"Female",1489,"3","50"
"1490",5,101,31,"Male",1490,"3","50"
"1491",8,119,0,"Female",1491,"10","51"
"1492",2,92,0,"Female",1492,"10","51"
"1493",3,76,31,"Male",1493,"10","51"
"1494",5,82,1,"Male",1494,"10","51"
"1495",10,112,1,"Female",1495,"10","51"
"1496",2,74,20,"Male",1496,"10","51"
"1497",8,104,0,"Male",1497,"10","51"
"1498",2,91,31,"Male",1498,"10","51"
"1499",2,86,20,"Female",1499,"10","51"
"1500",8,109,20,"Male",1500,"10","51"
"1501",3,99,0,"Female",1501,"10","51"
"1502",7,96,0,"Female",1502,"10","51"
"1503",3,93,0,"Male",1503,"10","52"
"1504",5,80,0,"Male",1504,"10","52"
"1505",10,122,20,"Female",1505,"11","53"
"1506",2,71,0,"Male",1506,"11","53"
"1507",1,83,0,"Male",1507,"11","53"
"1508",2,99,0,"Male",1508,"11","53"
"1509",2,113,0,"Female",1509,"11","53"
"1510",3,84,20,"Female",1510,"11","53"
"1511",4,94,20,"Female",1511,"11","53"
"1512",2,96,0,"Female",1512,"11","53"
"1513",3,90,0,"Female",1513,"11","53"
"1514",10,117,20,"Male",1514,"11","53"
"1515",10,114,20,"Female",1515,"11","53"
"1516",9,112,20,"Female",1516,"11","53"
"1517",5,93,0,"Male",1517,"11","53"
"1518",4,106,0,"Female",1518,"11","53"
"1519",10,129,1,"Female",1519,"11","53"
"1520",9,98,0,"Female",1520,"11","53"
"1521",10,103,20,"Male",1521,"11","53"
"1522",9,108,0,"Female",1522,"11","53"
"1523",10,122,31,"Male",1523,"11","53"
"1524",10,106,20,"Male",1524,"11","53"
"1525",2,74,0,"Male",1525,"11","53"
"1526",9,103,31,"Male",1526,"11","53"
"1527",10,110,20,"Male",1527,"11","53"
"1528",5,86,0,"Male",1528,"11","53"
"1529",5,85,20,"Male",1529,"12","54"
"1530",9,102,20,"Male",1530,"12","54"
"1531",5,94,20,"Male",1531,"12","54"
"1532",4,91,0,"Male",1532,"12","54"
"1533",4,76,20,"Male",1533,"12","54"
"1534",2,99,0,"Male",1534,"11","55"
"1535",4,118,0,"Male",1535,"11","55"
"1536",10,118,20,"Female",1536,"11","55"
"1537",3,88,20,"Male",1537,"11","55"
"1538",2,84,0,"Female",1538,"11","55"
"1539",10,102,20,"Male",1539,"11","55"
"1540",5,100,0,"Male",1540,"11","55"
"1541",8,111,0,"Female",1541,"11","55"
"1542",3,90,20,"Male",1542,"11","55"
"1543",10,103,20,"Female",1543,"11","55"
"1544",10,106,0,"Female",1544,"11","55"
"1545",2,71,20,"Male",1545,"11","55"
"1546",7,95,0,"Male",1546,"11","55"
"1547",2,85,0,"Female",1547,"12","56"
"1548",9,130,20,"Female",1548,"12","56"
"1549",6,103,20,"Male",1549,"10","57"
"1550",5,103,31,"Female",1550,"10","57"
"1551",3,94,20,"Female",1551,"11","57"
"1552",10,117,1,"Female",1552,"10","57"
"1553",10,140,1,"Male",1553,"10","57"
"1554",6,111,20,"Male",1554,"12","57"
"1555",7,101,0,"Male",1555,"10","57"
"1556",7,84,20,"Male",1556,"10","57"
"1557",9,103,0,"Male",1557,"10","57"
"1558",6,103,20,"Male",1558,"12","57"
"1559",10,102,31,"Female",1559,"10","57"
"1560",8,104,0,"Male",1560,"10","57"
"1561",2,94,0,"Female",1561,"10","57"
"1562",5,93,0,"Female",1562,"10","57"
"1563",4,88,20,"Male",1563,"10","57"
"1564",10,107,20,"Male",1564,"10","57"
"1565",10,107,20,"Male",1565,"10","57"
"1566",6,101,0,"Female",1566,"10","57"
"1567",10,102,0,"Male",1567,"10","57"
"1568",3,91,0,"Male",1568,"10","57"
"1569",2,77,0,"Female",1569,"10","57"
"1570",10,85,20,"Male",1570,"10","57"
"1571",4,101,0,"Female",1571,"10","57"
"1572",3,84,0,"Male",1572,"10","57"
"1573",10,119,1,"Female",1573,"10","57"
"1574",7,100,0,"Female",1574,"10","57"
"1575",4,99,0,"Male",1575,"11","58"
"1576",5,101,0,"Male",1576,"11","58"
"1577",10,111,20,"Female",1577,"11","58"
"1578",5,88,20,"Female",1578,"12","58"
"1579",10,120,1,"Female",1579,"12","58"
"1580",9,104,20,"Male",1580,"11","58"
"1581",10,120,1,"Female",1581,"11","58"
"1582",9,108,0,"Female",1582,"11","58"
"1583",7,100,0,"Female",1583,"11","58"
"1584",10,118,0,"Female",1584,"11","58"
"1585",2,81,20,"Female",1585,"11","58"
"1586",7,98,31,"Female",1586,"11","58"
"1587",10,117,0,"Female",1587,"11","58"
"1588",2,78,0,"Male",1588,"11","59"
"1589",10,121,0,"Female",1589,"11","59"
"1590",9,110,0,"Female",1590,"11","59"
"1591",10,122,20,"Female",1591,"11","59"
"1592",5,112,0,"Female",1592,"11","59"
"1593",4,92,0,"Male",1593,"10","60"
"1594",8,95,20,"Male",1594,"10","60"
"1595",2,83,0,"Female",1595,"10","60"
"1596",3,93,20,"Female",1596,"10","60"
"1597",3,92,0,"Male",1597,"10","60"
"1598",7,102,0,"Male",1598,"11","61"
"1599",8,111,0,"Male",1599,"11","61"
"1600",7,95,0,"Male",1600,"11","61"
"1601",3,100,31,"Female",1601,"11","61"
"1602",10,106,1,"Male",1602,"11","61"
"1603",9,100,20,"Female",1603,"11","61"
"1604",10,127,1,"Male",1604,"11","61"
"1605",3,83,0,"Male",1605,"11","61"
"1606",3,95,31,"Female",1606,"11","61"
"1607",10,118,20,"Female",1607,"11","61"
"1608",3,82,0,"Female",1608,"11","61"
"1609",4,86,20,"Female",1609,"11","61"
"1610",10,102,0,"Female",1610,"11","61"
"1611",7,94,0,"Female",1611,"11","61"
"1612",8,96,0,"Male",1612,"11","61"
"1613",10,96,20,"Female",1613,"11","61"
"1614",9,102,20,"Female",1614,"11","61"
"1615",2,100,0,"Male",1615,"11","61"
"1616",2,86,0,"Male",1616,"11","61"
"1617",6,105,0,"Female",1617,"11","61"
"1618",10,113,31,"Male",1618,"11","61"
"1619",10,111,20,"Female",1619,"11","61"
"1620",6,103,0,"Male",1620,"11","61"
"1621",10,109,20,"Female",1621,"11","61"
"1622",8,102,20,"Male",1622,"11","61"
"1623",7,104,1,"Female",1623,"11","61"
"1624",7,100,0,"Male",1624,"11","61"
"1625",8,94,20,"Female",1625,"11","61"
"1626",2,91,20,"Male",1626,"11","61"
"1627",10,100,20,"Male",1627,"11","61"
"1628",9,95,20,"Male",1628,"11","61"
"1629",10,113,1,"Female",1629,"11","61"
"1630",2,89,0,"Female",1630,"11","61"
"1631",10,114,20,"Male",1631,"11","61"
"1632",10,110,20,"Female",1632,"11","61"
"1633",10,118,0,"Female",1633,"11","61"
"1634",10,109,20,"Male",1634,"11","61"
"1635",9,107,20,"Male",1635,"11","61"
"1636",5,93,31,"Male",1636,"11","61"
"1637",10,111,20,"Female",1637,"11","61"
"1638",2,94,0,"Male",1638,"11","61"
"1639",4,101,0,"Male",1639,"11","61"
"1640",10,103,1,"Female",1640,"11","61"
"1641",10,116,0,"Female",1641,"11","61"
"1642",2,88,0,"Female",1642,"11","61"
"1643",3,80,0,"Female",1643,"11","61"
"1644",8,103,0,"Female",1644,"11","61"
"1645",10,117,20,"Female",1645,"11","61"
"1646",8,103,1,"Female",1646,"11","61"
"1647",9,105,0,"Male",1647,"11","61"
"1648",2,75,1,"Female",1648,"11","61"
"1649",3,85,0,"Male",1649,"11","61"
"1650",10,93,0,"Female",1650,"11","61"
"1651",2,78,0,"Male",1651,"11","61"
"1652",10,111,20,"Female",1652,"11","61"
"1653",4,95,0,"Female",1653,"11","61"
"1654",9,108,20,"Male",1654,"11","61"
"1655",9,101,20,"Male",1655,"11","61"
"1656",8,101,20,"Male",1656,"11","61"
"1657",4,96,31,"Female",1657,"11","61"
"1658",4,106,0,"Female",1658,"11","61"
"1659",10,108,20,"Male",1659,"11","61"
"1660",6,104,31,"Female",1660,"11","61"
"1661",9,100,0,"Male",1661,"11","61"
"1662",10,113,31,"Male",1662,"11","61"
"1663",10,104,1,"Male",1663,"11","61"
"1664",7,113,0,"Female",1664,"11","61"
"1665",2,86,0,"Female",1665,"11","61"
"1666",10,102,0,"Female",1666,"11","61"
"1667",10,114,1,"Female",1667,"11","61"
"1668",2,82,31,"Female",1668,"11","61"
"1669",10,105,20,"Male",1669,"11","61"
"1670",2,101,0,"Female",1670,"11","62"
"1671",3,89,0,"Male",1671,"11","62"
"1672",6,94,0,"Male",1672,"11","62"
"1673",2,81,0,"Female",1673,"11","62"
"1674",10,108,20,"Male",1674,"11","62"
"1675",4,85,20,"Male",1675,"11","62"
"1676",2,76,0,"Male",1676,"11","62"
"1677",3,81,0,"Female",1677,"11","62"
"1678",9,133,1,"Female",1678,"11","63"
"1679",4,85,0,"Female",1679,"11","63"
"1680",10,111,0,"Male",1680,"11","63"
"1681",10,120,1,"Female",1681,"11","63"
"1682",10,100,31,"Female",1682,"11","64"
"1683",10,98,1,"Male",1683,"12","65"
"1684",2,96,20,"Male",1684,"12","65"
"1685",8,80,0,"Male",1685,"12","65"
"1686",8,96,20,"Female",1686,"12","65"
"1687",2,86,0,"Male",1687,"12","65"
"1688",5,107,0,"Female",1688,"10","65"
"1689",5,86,31,"Female",1689,"11","66"
"1690",10,129,20,"Female",1690,"11","66"
"1691",9,110,20,"Female",1691,"11","66"
"1692",8,118,20,"Male",1692,"11","66"
"1693",10,103,31,"Male",1693,"11","66"
"1694",10,126,1,"Female",1694,"11","66"
"1695",10,104,20,"Male",1695,"11","66"
"1696",2,76,0,"Male",1696,"11","66"
"1697",3,89,20,"Male",1697,"11","66"
"1698",10,129,20,"Female",1698,"11","66"
"1699",9,121,0,"Female",1699,"11","66"
"1700",10,110,0,"Female",1700,"11","66"
"1701",4,102,0,"Female",1701,"11","66"
"1702",1,107,0,"Male",1702,"11","66"
"1703",10,126,31,"Female",1703,"11","67"
"1704",10,123,20,"Female",1704,"11","67"
"1705",9,111,0,"Female",1705,"11","67"
"1706",3,106,31,"Male",1706,"11","67"
"1707",5,96,31,"Female",1707,"11","67"
"1708",6,102,1,"Female",1708,"11","67"
"1709",9,103,0,"Female",1709,"11","67"
"1710",10,117,1,"Male",1710,"11","67"
"1711",9,90,0,"Female",1711,"11","67"
"1712",10,106,1,"Female",1712,"11","67"
"1713",2,96,0,"Female",1713,"11","68"
"1714",9,109,31,"Female",1714,"12","69"
"1715",2,110,0,"Male",1715,"12","69"
"1716",2,116,0,"Male",1716,"12","69"
"1717",2,105,0,"Female",1717,"12","69"
"1718",4,98,20,"Male",1718,"12","69"
"1719",5,84,0,"Male",1719,"12","69"
"1720",3,89,0,"Male",1720,"12","69"
"1721",2,88,0,"Male",1721,"12","69"
"1722",10,134,0,"Female",1722,"12","70"
"1723",5,88,0,"Male",1723,"11","70"
"1724",8,98,0,"Female",1724,"12","70"
"1725",10,127,20,"Male",1725,"12","70"
"1726",2,70,20,"Male",1726,"11","70"
"1727",10,102,20,"Male",1727,"11","70"
"1728",6,96,20,"Female",1728,"12","70"
"1729",8,110,0,"Male",1729,"11","70"
"1730",7,111,0,"Female",1730,"11","71"
"1731",3,80,0,"Female",1731,"11","71"
"1732",2,94,0,"Male",1732,"11","71"
"1733",1,79,0,"Female",1733,"2","71"
"1734",2,82,0,"Female",1734,"11","71"
"1735",3,84,0,"Female",1735,"11","71"
"1736",2,98,0,"Male",1736,"11","71"
"1737",2,78,0,"Male",1737,"11","71"
"1738",4,93,0,"Female",1738,"11","71"
"1739",2,86,0,"Male",1739,"11","71"
"1740",2,88,0,"Male",1740,"11","71"
"1741",7,106,0,"Male",1741,"11","71"
"1742",3,101,0,"Female",1742,"11","71"
"1743",6,105,20,"Female",1743,"11","71"
"1744",10,92,1,"Female",1744,"12","72"
"1745",6,91,20,"Male",1745,"12","72"
"1746",3,98,0,"Female",1746,"12","72"
"1747",10,118,20,"Male",1747,"12","72"
"1748",4,96,20,"Male",1748,"5","72"
"1749",7,105,0,"Female",1749,"12","72"
"1750",2,82,0,"Female",1750,"12","72"
"1751",7,107,1,"Female",1751,"1","73"
"1752",9,113,1,"Female",1752,"1","73"
"1753",10,134,1,"Female",1753,"1","73"
"1754",7,113,0,"Male",1754,"10","73"
"1755",7,111,0,"Female",1755,"1","73"
"1756",9,111,0,"Male",1756,"1","73"
"1757",3,99,0,"Male",1757,"11","74"
"1758",2,83,0,"Female",1758,"11","74"
"1759",4,86,0,"Female",1759,"11","74"
"1760",10,114,1,"Female",1760,"11","74"
"1761",10,121,20,"Male",1761,"11","74"
"1762",7,107,31,"Female",1762,"11","75"
"1763",10,107,20,"Male",1763,"11","75"
"1764",5,98,0,"Female",1764,"11","75"
"1765",3,73,0,"Male",1765,"11","75"
"1766",4,98,0,"Male",1766,"12","76"
"1767",3,81,20,"Male",1767,"12","76"
"1768",3,93,0,"Female",1768,"12","76"
"1769",4,89,20,"Male",1769,"12","76"
"1770",8,110,0,"Male",1770,"12","76"
"1771",5,108,0,"Female",1771,"12","76"
"1772",5,107,0,"Female",1772,"12","76"
"1773",5,86,0,"Female",1773,"12","76"
"1774",7,105,0,"Male",1774,"12","76"
"1775",9,96,20,"Female",1775,"12","76"
"1776",7,106,0,"Male",1776,"12","76"
"1777",2,84,0,"Male",1777,"12","76"
"1778",9,100,20,"Female",1778,"12","76"
"1779",9,98,20,"Male",1779,"1","77"
"1780",8,113,20,"Male",1780,"10","77"
"1781",10,122,20,"Female",1781,"1","77"
"1782",4,95,0,"Male",1782,"9","77"
"1783",8,103,0,"Male",1783,"9","77"
"1784",4,105,0,"Female",1784,"9","77"
"1785",9,126,0,"Female",1785,"9","77"
"1786",2,75,0,"Female",1786,"9","77"
"1787",4,84,20,"Male",1787,"9","77"
"1788",9,110,0,"Female",1788,"9","77"
"1789",4,84,0,"Female",1789,"9","77"
"1790",4,100,0,"Male",1790,"10","77"
"1791",10,108,0,"Female",1791,"9","77"
"1792",3,85,0,"Male",1792,"9","77"
"1793",8,106,0,"Female",1793,"9","77"
"1794",10,114,0,"Female",1794,"9","77"
"1795",6,109,20,"Female",1795,"1","77"
"1796",3,100,0,"Female",1796,"12","78"
"1797",10,113,1,"Female",1797,"12","78"
"1798",3,76,0,"Male",1798,"12","78"
"1799",9,103,0,"Female",1799,"12","78"
"1800",9,114,0,"Female",1800,"12","78"
"1801",8,103,1,"Female",1801,"12","78"
"1802",10,108,20,"Male",1802,"12","78"
"1803",7,105,0,"Female",1803,"12","78"
"1804",5,94,0,"Male",1804,"12","78"
"1805",9,109,0,"Female",1805,"12","78"
"1806",5,94,20,"Male",1806,"12","78"
"1807",3,92,0,"Male",1807,"12","78"
"1808",10,95,1,"Male",1808,"12","78"
"1809",10,124,20,"Male",1809,"12","78"
"1810",9,102,20,"Female",1810,"12","78"
"1811",8,96,31,"Female",1811,"12","78"
"1812",5,88,0,"Female",1812,"12","78"
"1813",5,100,0,"Female",1813,"12","78"
"1814",10,109,1,"Female",1814,"12","78"
"1815",10,120,1,"Female",1815,"12","78"
"1816",5,90,0,"Female",1816,"12","78"
"1817",6,107,20,"Male",1817,"12","78"
"1818",7,106,20,"Female",1818,"12","78"
"1819",3,77,0,"Female",1819,"12","78"
"1820",10,117,20,"Female",1820,"12","78"
"1821",10,91,20,"Male",1821,"12","78"
"1822",9,110,1,"Female",1822,"12","78"
"1823",9,117,31,"Male",1823,"12","78"
"1824",3,89,1,"Male",1824,"11","78"
"1825",5,86,20,"Female",1825,"12","78"
"1826",10,108,0,"Female",1826,"11","79"
"1827",3,103,0,"Female",1827,"11","79"
"1828",10,107,0,"Male",1828,"11","79"
"1829",5,105,0,"Male",1829,"11","79"
"1830",2,85,31,"Male",1830,"11","79"
"1831",2,103,0,"Female",1831,"11","79"
"1832",5,103,20,"Female",1832,"11","79"
"1833",3,92,0,"Male",1833,"11","79"
"1834",8,108,0,"Male",1834,"11","79"
"1835",3,91,0,"Male",1835,"11","79"
"1836",5,99,0,"Female",1836,"11","79"
"1837",6,102,0,"Female",1837,"11","79"
"1838",10,110,20,"Female",1838,"11","79"
"1839",10,115,20,"Female",1839,"11","79"
"1840",5,105,20,"Male",1840,"11","79"
"1841",5,94,0,"Female",1841,"11","79"
"1842",3,86,0,"Male",1842,"12","80"
"1843",3,91,20,"Female",1843,"12","80"
"1844",4,103,0,"Female",1844,"11","81"
"1845",5,103,31,"Female",1845,"11","81"
"1846",4,88,1,"Male",1846,"11","81"
"1847",8,119,0,"Male",1847,"11","81"
"1848",2,86,20,"Male",1848,"10","82"
"1849",9,104,0,"Male",1849,"10","82"
"1850",4,96,20,"Female",1850,"10","82"
"1851",2,84,0,"Female",1851,"10","82"
"1852",10,99,20,"Female",1852,"10","82"
"1853",5,92,31,"Male",1853,"10","82"
"1854",3,105,0,"Male",1854,"10","82"
"1855",8,111,0,"Female",1855,"10","82"
"1856",2,70,0,"Male",1856,"10","82"
"1857",8,94,20,"Female",1857,"10","82"
"1858",2,100,0,"Male",1858,"10","82"
"1859",2,75,0,"Female",1859,"10","82"
"1860",3,84,31,"Male",1860,"10","82"
"1861",3,100,0,"Female",1861,"10","82"
"1862",10,134,20,"Male",1862,"10","82"
"1863",8,105,0,"Female",1863,"10","82"
"1864",8,110,0,"Male",1864,"10","82"
"1865",2,96,0,"Female",1865,"10","82"
"1866",2,91,0,"Male",1866,"10","82"
"1867",10,106,0,"Female",1867,"10","82"
"1868",2,84,0,"Male",1868,"10","82"
"1869",10,96,0,"Female",1869,"10","82"
"1870",7,119,20,"Female",1870,"10","82"
"1871",2,80,0,"Male",1871,"10","83"
"1872",8,106,20,"Male",1872,"12","83"
"1873",2,70,0,"Male",1873,"11","84"
"1874",8,93,0,"Male",1874,"11","84"
"1875",2,93,0,"Male",1875,"11","84"
"1876",4,93,1,"Female",1876,"12","85"
"1877",8,108,0,"Male",1877,"12","85"
"1878",10,113,1,"Female",1878,"12","85"
"1879",9,101,31,"Female",1879,"12","85"
"1880",1,77,0,"Male",1880,"12","85"
"1881",10,114,1,"Male",1881,"12","85"
"1882",10,118,0,"Female",1882,"12","85"
"1883",10,96,20,"Male",1883,"12","85"
"1884",4,95,0,"Female",1884,"12","85"
"1885",5,98,0,"Male",1885,"12","85"
"1886",1,83,0,"Female",1886,"12","85"
"1887",7,105,0,"Female",1887,"12","85"
"1888",7,105,31,"Male",1888,"12","85"
"1889",8,98,20,"Male",1889,"12","85"
"1890",3,93,31,"Male",1890,"12","85"
"1891",10,106,1,"Female",1891,"12","85"
"1892",10,125,0,"Female",1892,"12","85"
"1893",10,101,0,"Female",1893,"12","85"
"1894",10,123,31,"Male",1894,"12","85"
"1895",9,108,20,"Male",1895,"12","85"
"1896",10,140,1,"Female",1896,"5","85"
"1897",2,82,20,"Male",1897,"12","85"
"1898",10,102,1,"Female",1898,"12","85"
"1899",7,102,20,"Male",1899,"12","85"
"1900",10,140,1,"Male",1900,"12","85"
"1901",10,105,31,"Male",1901,"12","85"
"1902",3,78,20,"Female",1902,"12","85"
"1903",2,88,0,"Male",1903,"12","85"
"1904",10,130,31,"Female",1904,"12","85"
"1905",10,112,0,"Male",1905,"12","85"
"1906",8,92,20,"Female",1906,"12","85"
