"","SID","ID","GENDER","SOC","ACH_M3","group","ACH_P6","PID"
"1087","18","2241","Male","Poor",6,"high",120,"101"
"1088","18","2243","Female","Medium",10,"high",99,"101"
"1089","18","2244","Female","Rich",7,"high",98,"101"
"1090","18","2248","Female","Poor",8,"high",89,"101"
"1091","18","2249","Female","Medium",10,"high",109,"101"
"1092","18","2250","Male","Poor",9,"high",114,"101"
"1093","18","2252","Female","Poor",10,"high",118,"101"
"1094","14","2253","Female","Poor",10,"high",129,"101"
"1095","18","2254","Male","Rich",10,"high",98,"101"
"1096","18","2256","Female","Medium",10,"high",116,"101"
"1097","18","2257","Male","Medium",10,"high",112,"101"
"1098","18","2261","Male","Medium",10,"high",119,"101"
"1099","18","2264","Male","Rich",10,"high",105,"101"
"1100","18","2265","Female","Medium",8,"high",110,"101"
"1101","18","2268","Female","Rich",7,"high",103,"101"
"1102","16","2271","Female","Poor",10,"high",116,"102"
"1103","16","2272","Female","Poor",10,"high",117,"102"
"1104","16","2273","Female","Poor",10,"high",126,"102"
"1105","16","2274","Male","Poor",8,"high",118,"102"
"1106","16","2275","Female","Poor",10,"high",115,"102"
"1107","16","2277","Female","Poor",7,"high",95,"102"
"1108","18","2281","Female","Poor",7,"high",110,"102"
"1109","14","2284","Male","Medium",9,"high",106,"103"
"1110","15","2285","Female","Poor",6,"high",95,"103"
"1111","14","2287","Female","Medium",10,"high",116,"104"
"1112","14","2288","Female","Medium",10,"high",106,"104"
"1113","14","2290","Male","Poor",10,"high",96,"104"
"1114","14","2291","Female","Poor",10,"high",107,"104"
"1115","14","2294","Male","Poor",10,"high",104,"104"
"1116","14","2297","Male","Poor",7,"high",103,"104"
"1117","14","2299","Male","Medium",9,"high",114,"104"
"1118","14","2300","Female","Medium",10,"high",111,"104"
"1119","14","2302","Female","Medium",10,"high",110,"104"
"1120","14","2304","Male","Poor",7,"high",105,"104"
"1121","14","2305","Female","Poor",7,"high",96,"104"
"1122","14","2306","Female","Medium",6,"high",102,"104"
"1123","18","2307","Female","Poor",9,"high",100,"104"
"1124","14","2308","Male","Rich",10,"high",100,"104"
"1125","14","2309","Male","Poor",9,"high",108,"104"
"1126","14","2310","Female","Medium",9,"high",129,"104"
"1127","14","2312","Female","Poor",8,"high",93,"104"
"1128","14","2315","Female","Poor",10,"high",115,"104"
"1129","14","2316","Female","Medium",9,"high",101,"104"
"1130","14","2317","Female","Poor",6,"high",106,"104"
"1131","14","2318","Male","Poor",10,"high",105,"104"
"1132","14","2319","Male","Medium",7,"high",100,"104"
"1133","14","2320","Male","Medium",10,"high",101,"104"
"1134","14","2321","Female","Poor",6,"high",90,"104"
"1135","14","2322","Female","Poor",9,"high",108,"104"
"1136","14","2326","Male","Medium",10,"high",103,"104"
"1137","14","2328","Female","Medium",10,"high",104,"104"
"1138","18","2329","Male","Poor",8,"high",91,"105"
"1139","18","2336","Male","Medium",8,"high",119,"105"
"1140","18","2338","Male","Poor",8,"high",105,"105"
"1141","18","2342","Male","Medium",8,"high",111,"105"
"1142","18","2344","Male","Poor",9,"high",102,"105"
"1143","14","2348","Male","Poor",7,"high",91,"106"
"1144","14","2350","Female","Poor",7,"high",103,"106"
"1145","14","2351","Female","Poor",8,"high",101,"106"
"1146","14","2354","Female","Poor",10,"high",114,"106"
"1147","17","2359","Male","Medium",7,"high",104,"107"
"1148","17","2360","Male","Medium",10,"high",100,"107"
"1149","17","2361","Male","Poor",8,"high",98,"107"
"1150","17","2363","Female","Medium",10,"high",105,"107"
"1151","17","2365","Female","Medium",6,"high",107,"107"
"1152","17","2366","Female","Medium",7,"high",115,"107"
"1153","17","2368","Male","Rich",10,"high",105,"107"
"1154","17","2369","Female","Poor",6,"high",98,"107"
"1155","17","2370","Female","Medium",10,"high",100,"107"
"1156","17","2371","Male","Medium",9,"high",112,"107"
"1157","17","2372","Female","Poor",6,"high",98,"107"
"1158","17","2373","Male","Poor",9,"high",100,"107"
"1159","17","2378","Female","Poor",10,"high",106,"107"
"1160","17","2379","Male","Rich",7,"high",131,"107"
"1161","17","2380","Female","Poor",10,"high",118,"107"
"1162","17","2383","Female","Poor",9,"high",96,"107"
"1163","17","2385","Female","Poor",8,"high",100,"107"
"1164","17","2387","Female","Medium",8,"high",103,"107"
"1165","18","2388","Female","Poor",9,"high",100,"107"
"1166","17","2389","Male","Poor",10,"high",107,"107"
"1167","17","2390","Male","Medium",6,"high",95,"107"
"1168","17","2391","Female","Medium",6,"high",92,"107"
"1169","17","2392","Female","Medium",10,"high",113,"107"
"1170","17","2396","Female","Medium",10,"high",123,"107"
"1171","16","2397","Female","Rich",10,"high",119,"107"
"1172","17","2399","Male","Poor",7,"high",101,"107"
"1173","17","2400","Male","Poor",8,"high",102,"107"
"1174","17","2401","Female","Poor",10,"high",121,"107"
"1175","17","2402","Female","Poor",7,"high",104,"107"
"1176","17","2403","Female","Medium",6,"high",113,"107"
"1177","17","2404","Female","Medium",10,"high",120,"107"
"1178","15","2405","Male","Medium",7,"high",103,"108"
"1179","15","2412","Male","Poor",10,"high",121,"108"
"1180","15","2416","Female","Poor",10,"high",98,"108"
"1181","15","2419","Female","Rich",10,"high",126,"108"
"1182","14","2421","Male","Poor",6,"high",95,"108"
"1183","15","2422","Male","Medium",6,"high",106,"108"
"1184","15","2423","Female","Poor",7,"high",113,"108"
"1185","15","2430","Male","Poor",8,"high",107,"108"
"1186","13","2439","Female","Poor",10,"high",104,"109"
"1187","13","2440","Male","Poor",7,"high",118,"109"
"1188","13","2441","Female","Medium",6,"high",92,"109"
"1189","13","2442","Male","Medium",10,"high",110,"109"
"1190","13","2444","Male","Poor",8,"high",105,"109"
"1191","14","2446","Female","Poor",10,"high",105,"109"
"1192","14","2450","Male","Poor",7,"high",109,"109"
"1193","14","2452","Female","Poor",10,"high",92,"109"
"1194","14","2453","Female","Poor",8,"high",98,"109"
"1195","14","2454","Female","Poor",9,"high",96,"109"
"1196","13","2455","Male","Medium",10,"high",110,"109"
"1197","13","2456","Male","Poor",9,"high",105,"109"
"1198","13","2457","Female","Medium",9,"high",127,"109"
"1199","13","2458","Female","Poor",10,"high",110,"109"
"1200","14","2459","Female","Poor",10,"high",115,"109"
"1201","14","2462","Male","Poor",10,"high",102,"109"
"1202","13","2463","Male","Medium",10,"high",120,"109"
"1203","15","2465","Male","Poor",9,"high",92,"109"
"1204","13","2466","Female","Poor",6,"high",104,"109"
"1205","14","2467","Male","Medium",6,"high",113,"109"
"1206","14","2469","Female","Medium",8,"high",110,"109"
"1207","13","2470","Male","Poor",10,"high",115,"109"
"1208","13","2471","Male","Poor",6,"high",95,"109"
"1209","14","2472","Female","Medium",10,"high",104,"109"
"1210","14","2473","Male","Poor",10,"high",107,"109"
"1211","13","2474","Male","Poor",8,"high",99,"109"
"1212","15","2477","Male","Poor",9,"high",109,"110"
"1213","15","2478","Male","Poor",10,"high",117,"110"
"1214","15","2480","Female","Poor",8,"high",112,"110"
"1215","15","2483","Male","Medium",10,"high",111,"110"
"1216","15","2484","Female","Poor",10,"high",104,"110"
"1217","15","2488","Female","Poor",6,"high",96,"110"
"1218","15","2491","Female","Poor",6,"high",93,"110"
"1219","15","2494","Male","Rich",10,"high",134,"110"
"1220","15","2496","Male","Poor",8,"high",108,"110"
"1221","15","2497","Male","Poor",8,"high",102,"110"
"1222","15","2498","Female","Poor",6,"high",101,"110"
"1223","15","2499","Male","Medium",8,"high",117,"110"
"1224","15","2505","Male","Poor",6,"high",120,"110"
"1225","15","2507","Male","Poor",10,"high",101,"110"
"1226","14","2508","Female","Medium",6,"high",91,"110"
"1227","15","2509","Male","Poor",7,"high",115,"110"
"1228","15","2511","Male","Rich",9,"high",114,"110"
"1229","15","2512","Female","Rich",10,"high",126,"110"
"1230","15","2517","Female","Poor",9,"high",108,"110"
"1231","14","2518","Female","Rich",10,"high",103,"111"
"1232","15","2520","Female","Poor",7,"high",105,"111"
"1233","14","2528","Male","Poor",9,"high",109,"111"
"1234","14","2529","Female","Medium",8,"high",95,"111"
"1235","14","2532","Female","Poor",10,"high",111,"111"
"1236","14","2533","Female","Rich",6,"high",89,"111"
"1237","14","2534","Male","Rich",10,"high",100,"111"
"1238","14","2535","Female","Medium",10,"high",96,"111"
"1239","14","2539","Male","Rich",9,"high",111,"111"
"1240","14","2545","Female","Medium",9,"high",105,"111"
"1241","14","2548","Female","Rich",10,"high",110,"111"
"1242","14","2551","Male","Rich",6,"high",91,"111"
"1243","14","2552","Female","Poor",7,"high",83,"111"
"1244","14","2553","Female","Medium",10,"high",106,"111"
"1245","14","2554","Male","Medium",6,"high",107,"111"
"1246","14","2555","Female","Medium",9,"high",103,"111"
"1247","14","2557","Female","Poor",9,"high",98,"111"
"1248","14","2561","Female","Medium",10,"high",110,"112"
"1249","14","2562","Male","Poor",10,"high",106,"112"
"1250","14","2564","Male","Medium",9,"high",117,"112"
"1251","15","2569","Male","Poor",9,"high",104,"113"
"1252","15","2570","Male","Medium",8,"high",94,"113"
"1253","15","2571","Male","Poor",6,"high",99,"113"
"1254","15","2575","Female","Medium",10,"high",102,"113"
"1255","15","2577","Male","Poor",8,"high",103,"113"
"1256","13","2578","Female","Poor",8,"high",107,"113"
"1257","14","2581","Male","Medium",10,"high",105,"113"
"1258","15","2582","Male","Poor",10,"high",124,"113"
"1259","15","2584","Male","Poor",6,"high",96,"113"
"1260","15","2586","Female","Poor",9,"high",103,"113"
"1261","13","2587","Female","Medium",8,"high",103,"113"
"1262","15","2589","Female","Poor",10,"high",111,"113"
"1263","15","2596","Female","Medium",9,"high",114,"113"
"1264","13","2597","Male","Poor",9,"high",103,"113"
"1265","15","2599","Male","Poor",8,"high",102,"113"
"1266","13","2600","Female","Poor",8,"high",109,"114"
"1267","13","2601","Male","Poor",10,"high",108,"114"
"1268","13","2602","Male","Poor",9,"high",105,"114"
"1269","13","2603","Female","Poor",7,"high",100,"114"
"1270","13","2604","Male","Medium",8,"high",115,"114"
"1271","13","2605","Male","Rich",10,"high",112,"114"
"1272","13","2607","Female","Rich",9,"high",110,"114"
"1273","13","2609","Male","Poor",10,"high",111,"114"
"1274","13","2610","Male","Medium",9,"high",98,"114"
"1275","13","2612","Female","Rich",9,"high",105,"114"
"1276","13","2613","Female","Medium",9,"high",101,"114"
"1277","13","2614","Female","Poor",9,"high",108,"114"
"1278","13","2615","Male","Poor",10,"high",109,"114"
"1279","13","2617","Male","Medium",8,"high",116,"114"
"1280","13","2619","Female","Poor",9,"high",106,"114"
"1281","13","2620","Female","Poor",9,"high",92,"114"
"1282","13","2621","Female","Medium",7,"high",113,"114"
"1283","13","2622","Female","Medium",7,"high",108,"114"
"1284","13","2624","Male","Poor",10,"high",93,"114"
"1285","13","2626","Male","Poor",10,"high",107,"114"
"1286","13","2628","Female","Poor",10,"high",123,"114"
"1287","13","2629","Female","Poor",7,"high",102,"114"
"1288","13","2631","Female","Poor",7,"high",116,"114"
"1289","13","2632","Male","Medium",6,"high",98,"114"
"1290","13","2634","Female","Poor",6,"high",115,"114"
"1291","13","2636","Male","Poor",9,"high",99,"114"
"1292","13","2637","Female","Poor",10,"high",106,"114"
"1293","13","2640","Female","Rich",8,"high",122,"115"
"1294","14","2641","Male","Medium",10,"high",112,"115"
"1295","14","2642","Male","Medium",10,"high",127,"115"
"1296","14","2643","Female","Poor",10,"high",102,"115"
"1297","14","2645","Male","Poor",10,"high",111,"115"
"1298","14","2648","Male","Poor",6,"high",100,"115"
"1299","14","2649","Female","Poor",6,"high",82,"115"
"1300","14","2650","Male","Medium",8,"high",82,"115"
"1301","14","2652","Female","Poor",10,"high",105,"115"
"1302","16","2659","Male","Poor",8,"high",94,"116"
"1303","16","2662","Male","Poor",6,"high",84,"116"
"1304","16","2663","Male","Rich",10,"high",105,"116"
"1305","16","2665","Female","Medium",10,"high",92,"116"
"1306","16","2666","Male","Poor",9,"high",96,"116"
"1307","16","2667","Male","Poor",9,"high",104,"116"
"1308","16","2668","Male","Poor",10,"high",103,"116"
"1309","16","2670","Female","Rich",10,"high",106,"116"
"1310","16","2671","Female","Poor",6,"high",108,"116"
"1311","16","2672","Male","Poor",8,"high",100,"116"
"1312","16","2675","Female","Poor",10,"high",124,"116"
"1313","16","2677","Male","Poor",10,"high",109,"116"
"1314","16","2679","Male","Medium",9,"high",99,"116"
"1315","16","2680","Male","Poor",10,"high",113,"116"
"1316","16","2681","Male","Medium",7,"high",91,"116"
"1317","16","2682","Female","Medium",10,"high",103,"116"
"1318","16","2683","Male","Poor",10,"high",99,"116"
"1319","16","2685","Male","Poor",10,"high",121,"116"
"1320","16","2687","Female","Rich",10,"high",107,"116"
"1321","16","2690","Female","Poor",7,"high",100,"116"
"1322","16","2692","Female","Poor",7,"high",106,"116"
"1323","16","2695","Male","Medium",10,"high",120,"116"
"1324","16","2696","Male","Poor",6,"high",98,"116"
"1325","16","2697","Female","Rich",6,"high",94,"116"
"1326","16","2698","Male","Poor",6,"high",103,"116"
"1327","16","2699","Female","Medium",9,"high",94,"116"
"1328","16","2700","Male","Poor",10,"high",114,"116"
"1329","16","2701","Female","Poor",10,"high",108,"116"
"1330","16","2702","Male","Poor",6,"high",96,"116"
"1331","16","2703","Female","Medium",6,"high",100,"116"
"1332","13","2705","Female","Medium",10,"high",114,"116"
"1333","16","2707","Male","Poor",10,"high",110,"116"
"1334","13","2712","Male","Medium",10,"high",125,"117"
"1335","13","2713","Male","Poor",8,"high",109,"117"
"1336","13","2719","Male","Medium",8,"high",90,"117"
"1337","13","2720","Female","Poor",7,"high",93,"117"
"1338","15","2730","Female","Poor",8,"high",115,"118"
"1339","15","2733","Male","Medium",10,"high",110,"118"
"1340","15","2734","Female","Rich",10,"high",109,"118"
"1341","15","2735","Female","Medium",8,"high",106,"118"
"1342","15","2738","Female","Poor",9,"high",113,"118"
"1343","15","2739","Male","Poor",10,"high",98,"118"
"1344","15","2741","Male","Poor",10,"high",119,"118"
"1345","15","2744","Male","Poor",8,"high",112,"118"
"1346","15","2746","Male","Poor",6,"high",96,"118"
"1347","15","2749","Male","Rich",8,"high",96,"118"
"1348","15","2750","Female","Poor",10,"high",106,"118"
"1349","15","2752","Female","Poor",9,"high",115,"118"
"1350","14","2753","Male","Rich",9,"high",122,"119"
"1351","14","2755","Male","Poor",10,"high",101,"119"
"1352","14","2757","Male","Poor",8,"high",112,"119"
"1353","14","2758","Female","Poor",6,"high",112,"119"
"1354","14","2761","Female","Poor",10,"high",110,"119"
"1355","14","2764","Male","Poor",10,"high",118,"119"
"1356","14","2765","Male","Poor",8,"high",103,"119"
"1357","14","2766","Male","Poor",6,"high",99,"119"
"1358","14","2767","Male","Poor",9,"high",119,"119"
"1359","14","2770","Female","Poor",8,"high",113,"119"
"1360","14","2771","Male","Poor",7,"high",99,"119"
"1361","14","2772","Female","Poor",8,"high",113,"119"
"1362","14","2774","Female","Poor",7,"high",88,"119"
"1363","14","2775","Female","Poor",8,"high",116,"119"
"1364","14","2776","Female","Poor",10,"high",110,"119"
"1365","14","2777","Male","Medium",7,"high",104,"119"
"1366","14","2781","Male","Poor",7,"high",95,"119"
"1367","14","2784","Male","Poor",8,"high",105,"119"
"1368","14","2785","Female","Medium",9,"high",85,"119"
"1369","14","2786","Female","Poor",8,"high",100,"119"
"1370","14","2793","Male","Poor",9,"high",99,"120"
"1371","18","2798","Male","Poor",8,"high",111,"121"
"1372","18","2799","Female","Poor",6,"high",103,"121"
"1373","18","2803","Female","Rich",10,"high",116,"121"
"1374","18","2804","Female","Poor",6,"high",93,"121"
"1375","18","2805","Female","Poor",8,"high",105,"121"
"1376","18","2811","Male","Poor",9,"high",102,"121"
"1377","18","2818","Male","Poor",6,"high",111,"121"
"1378","18","2819","Male","Poor",10,"high",111,"121"
"1379","17","2824","Male","Poor",10,"high",111,"122"
"1380","17","2827","Female","Medium",9,"high",120,"122"
"1381","17","2829","Female","Poor",10,"high",79,"122"
"1382","17","2831","Male","Poor",8,"high",118,"122"
"1383","17","2832","Male","Medium",6,"high",76,"122"
"1384","17","2837","Male","Poor",10,"high",107,"122"
"1385","17","2839","Female","Poor",6,"high",108,"122"
"1386","13","2841","Female","Rich",8,"high",92,"122"
"1387","17","2843","Female","Poor",8,"high",104,"122"
"1388","17","2847","Female","Poor",7,"high",114,"122"
"1389","17","2853","Male","Poor",7,"high",101,"122"
"1390","17","2854","Male","Poor",9,"high",111,"122"
"1391","17","2856","Female","Medium",10,"high",121,"122"
"1392","17","2857","Male","Poor",9,"high",100,"122"
"1393","17","2858","Male","Poor",9,"high",103,"122"
"1394","17","2861","Male","Poor",6,"high",102,"122"
"1395","17","2865","Female","Medium",10,"high",110,"122"
"1396","17","2866","Female","Poor",8,"high",112,"122"
"1397","17","2870","Female","Rich",10,"high",111,"122"
"1398","17","2873","Female","Poor",8,"high",112,"122"
"1399","17","2874","Male","Poor",10,"high",108,"122"
"1400","17","2877","Male","Medium",6,"high",94,"122"
"1401","14","2878","Female","Poor",10,"high",120,"122"
"1402","17","2882","Male","Poor",9,"high",103,"122"
"1403","17","2883","Male","Poor",8,"high",96,"122"
"1404","17","2884","Male","Poor",9,"high",109,"122"
"1405","17","2890","Female","Poor",10,"high",107,"122"
"1406","18","2891","Female","Poor",9,"high",108,"123"
"1407","18","2892","Female","Poor",6,"high",102,"123"
"1408","18","2893","Male","Medium",9,"high",115,"123"
"1409","18","2896","Male","Poor",8,"high",102,"123"
"1410","18","2897","Female","Poor",8,"high",109,"123"
"1411","18","2899","Male","Rich",8,"high",114,"123"
"1412","18","2900","Male","Medium",10,"high",106,"123"
"1413","18","2902","Female","Poor",7,"high",89,"123"
"1414","18","2904","Male","Poor",9,"high",110,"123"
"1415","18","2914","Male","Poor",8,"high",109,"123"
"1416","18","2916","Female","Medium",10,"high",107,"123"
"1417","18","2919","Male","Poor",7,"high",107,"123"
"1418","18","2920","Female","Rich",6,"high",94,"123"
"1419","18","2922","Female","Poor",6,"high",90,"123"
"1420","18","2926","Female","Medium",7,"high",86,"123"
"1421","18","2928","Male","Poor",6,"high",98,"123"
"1422","18","2931","Male","Poor",9,"high",111,"123"
"1423","18","2932","Female","Rich",7,"high",102,"123"
"1424","18","2935","Male","Medium",9,"high",108,"123"
"1425","18","2937","Female","Poor",7,"high",104,"123"
"1426","18","2938","Male","Poor",8,"high",102,"123"
"1427","16","2942","Male","Medium",10,"high",140,"124"
"1428","16","2943","Female","Poor",10,"high",112,"124"
"1429","16","2946","Female","Poor",10,"high",117,"124"
"1430","16","2948","Female","Medium",10,"high",110,"124"
"1431","16","2949","Female","Poor",8,"high",115,"124"
"1432","15","2950","Male","Poor",8,"high",94,"125"
"1433","15","2952","Male","Poor",10,"high",114,"125"
"1434","15","2953","Male","Rich",7,"high",102,"125"
"1435","15","2956","Male","Poor",7,"high",100,"125"
"1436","17","2957","Male","Medium",9,"high",107,"125"
"1437","7","2959","Female","Poor",10,"high",122,"126"
"1438","7","2967","Male","Rich",10,"high",111,"126"
"1439","7","2968","Male","Poor",7,"high",92,"126"
"1440","19","2972","Female","Poor",7,"high",111,"127"
"1441","19","2974","Female","Poor",7,"high",88,"127"
"1442","19","2982","Male","Poor",8,"high",100,"127"
"1443","18","2984","Male","Poor",9,"high",113,"127"
"1444","18","2985","Female","Rich",10,"high",114,"127"
"1445","18","2993","Female","Poor",9,"high",113,"128"
"1446","18","2995","Female","Poor",7,"high",113,"128"
"1447","18","2997","Female","Poor",6,"high",89,"128"
"1448","19","2998","Male","Poor",6,"high",96,"128"
"1449","18","3003","Female","Poor",8,"high",102,"128"
"1450","18","3008","Female","Rich",7,"high",110,"128"
"1451","18","3009","Female","Poor",10,"high",111,"128"
"1452","18","3015","Male","Rich",6,"high",95,"128"
"1453","18","3018","Male","Poor",6,"high",93,"128"
"1454","18","3019","Male","Poor",10,"high",128,"128"
"1455","18","3021","Female","Medium",10,"high",99,"128"
"1456","18","3022","Female","Poor",6,"high",83,"128"
"1457","18","3023","Male","Poor",10,"high",127,"128"
"1458","16","3026","Female","Poor",7,"high",98,"129"
"1459","16","3030","Female","Poor",10,"high",114,"129"
"1460","16","3034","Female","Poor",9,"high",118,"129"
"1461","16","3036","Male","Poor",7,"high",94,"129"
"1462","15","3053","Female","Medium",10,"high",107,"131"
"1463","17","3054","Male","Poor",8,"high",99,"131"
"1464","17","3055","Male","Poor",6,"high",102,"131"
"1465","15","3057","Female","Medium",7,"high",99,"131"
"1466","15","3058","Male","Rich",9,"high",112,"131"
"1467","15","3060","Male","Poor",7,"high",105,"131"
"1468","15","3063","Female","Medium",7,"high",90,"131"
"1469","15","3064","Male","Rich",6,"high",99,"131"
"1470","16","3065","Male","Poor",7,"high",99,"132"
"1471","16","3066","Female","Poor",8,"high",101,"132"
"1472","16","3067","Female","Poor",10,"high",114,"132"
"1473","16","3069","Female","Medium",9,"high",119,"132"
"1474","16","3070","Male","Rich",9,"high",91,"132"
"1475","16","3071","Male","Poor",10,"high",111,"132"
"1476","16","3072","Female","Poor",8,"high",102,"132"
"1477","16","3073","Female","Medium",8,"high",103,"132"
"1478","16","3074","Male","Rich",7,"high",100,"132"
"1479","16","3075","Male","Medium",8,"high",102,"132"
"1480","16","3076","Male","Poor",9,"high",112,"132"
"1481","16","3079","Male","Poor",7,"high",96,"132"
"1482","16","3082","Male","Poor",10,"high",102,"132"
"1483","14","3085","Female","Poor",10,"high",112,"133"
"1484","14","3087","Female","Medium",10,"high",109,"133"
"1485","14","3088","Female","Poor",8,"high",93,"133"
"1486","14","3090","Female","Poor",10,"high",112,"133"
"1487","14","3096","Male","Rich",10,"high",129,"133"
"1488","14","3099","Female","Poor",9,"high",105,"133"
"1489","14","3102","Female","Poor",10,"high",116,"133"
"1490","14","3104","Female","Medium",8,"high",91,"133"
"1491","14","3105","Female","Medium",9,"high",121,"133"
"1492","14","3109","Female","Poor",9,"high",114,"133"
"1493","14","3111","Female","Poor",9,"high",103,"133"
"1494","14","3112","Male","Rich",6,"high",102,"133"
"1495","14","3113","Male","Poor",10,"high",109,"133"
"1496","14","3115","Male","Poor",10,"high",103,"133"
"1497","14","3116","Female","Poor",8,"high",107,"133"
"1498","14","3117","Female","Poor",6,"high",95,"133"
"1499","14","3120","Female","Poor",9,"high",103,"133"
"1500","14","3121","Male","Poor",6,"high",118,"133"
"1501","13","3124","Male","Rich",10,"high",131,"134"
"1502","13","3125","Male","Rich",6,"high",95,"134"
"1503","12","3127","Male","Poor",10,"high",134,"134"
"1504","13","3128","Female","Poor",7,"high",96,"134"
"1505","13","3130","Female","Poor",7,"high",103,"134"
"1506","13","3131","Female","Poor",8,"high",103,"134"
"1507","13","3132","Male","Rich",10,"high",105,"134"
"1508","13","3134","Male","Medium",10,"high",121,"134"
"1509","13","3135","Female","Poor",10,"high",120,"134"
"1510","13","3137","Male","Rich",9,"high",121,"134"
"1511","13","3141","Male","Poor",9,"high",128,"134"
"1512","13","3142","Female","Rich",9,"high",105,"134"
"1513","13","3143","Male","Poor",9,"high",125,"134"
"1514","17","3144","Female","Poor",8,"high",116,"134"
"1515","13","3147","Male","Medium",8,"high",95,"134"
"1516","13","3148","Male","Poor",8,"high",104,"134"
"1517","13","3150","Female","Rich",9,"high",117,"134"
"1518","13","3151","Female","Rich",8,"high",114,"134"
"1519","13","3153","Female","Medium",10,"high",102,"134"
"1520","13","3155","Male","Poor",9,"high",109,"134"
"1521","13","3158","Female","Poor",9,"high",115,"134"
"1522","13","3160","Male","Poor",9,"high",96,"134"
"1523","13","3161","Female","Medium",10,"high",108,"134"
"1524","17","3162","Female","Medium",10,"high",108,"134"
"1525","13","3163","Female","Poor",6,"high",99,"135"
"1526","13","3166","Male","Poor",10,"high",108,"135"
"1527","13","3167","Female","Poor",6,"high",89,"135"
"1528","13","3169","Male","Poor",10,"high",115,"135"
"1529","13","3173","Female","Medium",8,"high",106,"135"
"1530","13","3181","Female","Poor",9,"high",104,"135"
"1531","13","3184","Female","Rich",8,"high",96,"135"
"1532","13","3186","Female","Medium",8,"high",111,"135"
"1533","13","3187","Male","Poor",9,"high",93,"135"
"1534","13","3192","Female","Rich",6,"high",116,"135"
"1535","13","3193","Female","Poor",7,"high",90,"135"
"1536","17","3195","Male","Poor",6,"high",106,"135"
"1537","17","3198","Male","Rich",10,"high",118,"135"
"1538","13","3200","Male","Poor",10,"high",110,"135"
"1539","13","3202","Male","Rich",10,"high",100,"135"
"1540","1","3203","Male","Poor",6,"high",100,"135"
"1541","13","3205","Female","Poor",6,"high",112,"135"
"1542","17","3208","Male","Poor",9,"high",132,"136"
"1543","17","3210","Male","Medium",8,"high",103,"136"
"1544","17","3214","Female","Poor",8,"high",100,"136"
"1545","17","3219","Female","Poor",8,"high",107,"136"
"1546","17","3221","Female","Poor",6,"high",100,"136"
"1547","14","3222","Female","Medium",9,"high",119,"136"
"1548","17","3223","Male","Poor",9,"high",123,"136"
"1549","17","3226","Female","Poor",8,"high",101,"136"
"1550","16","3248","Male","Poor",10,"high",100,"137"
"1551","16","3250","Male","Poor",10,"high",122,"137"
"1552","16","3251","Female","Poor",6,"high",106,"137"
"1553","16","3252","Female","Poor",6,"high",103,"137"
"1554","16","3255","Female","Poor",8,"high",111,"137"
"1555","16","3256","Male","Medium",6,"high",101,"137"
"1556","16","3258","Female","Rich",10,"high",123,"137"
"1557","16","3259","Male","Poor",10,"high",106,"137"
"1558","16","3260","Female","Medium",6,"high",96,"137"
"1559","16","3262","Female","Poor",10,"high",110,"137"
"1560","16","3263","Male","Medium",10,"high",98,"137"
"1561","14","3270","Male","Poor",8,"high",108,"138"
"1562","14","3271","Male","Medium",8,"high",99,"138"
"1563","14","3274","Male","Medium",10,"high",101,"138"
"1564","14","3276","Female","Poor",6,"high",108,"138"
"1565","14","3277","Female","Poor",9,"high",128,"138"
"1566","14","3279","Female","Poor",9,"high",112,"138"
"1567","14","3280","Male","Poor",7,"high",94,"138"
"1568","14","3282","Female","Poor",10,"high",115,"138"
"1569","14","3285","Female","Medium",10,"high",113,"138"
"1570","14","3286","Male","Medium",6,"high",93,"138"
"1571","14","3287","Female","Poor",10,"high",77,"138"
"1572","14","3289","Male","Poor",9,"high",93,"138"
"1573","14","3294","Male","Medium",7,"high",83,"138"
"1574","13","3315","Male","Poor",6,"high",98,"140"
"1575","13","3316","Male","Medium",6,"high",94,"140"
"1576","13","3319","Male","Poor",7,"high",101,"140"
"1577","13","3322","Male","Poor",7,"high",100,"140"
"1578","13","3324","Female","Medium",6,"high",121,"140"
"1579","13","3326","Male","Poor",10,"high",108,"140"
"1580","13","3328","Male","Rich",9,"high",101,"140"
"1581","13","3334","Male","Poor",9,"high",110,"140"
"1582","14","3342","Male","Poor",9,"high",100,"141"
"1583","16","3346","Male","Poor",7,"high",102,"141"
"1584","13","3350","Male","Rich",10,"high",113,"142"
"1585","13","3351","Female","Medium",8,"high",108,"142"
"1586","13","3352","Female","Medium",8,"high",103,"142"
"1587","13","3354","Male","Rich",7,"high",111,"142"
"1588","15","3355","Female","Medium",10,"high",113,"142"
"1589","13","3356","Female","Rich",10,"high",135,"142"
"1590","13","3357","Male","Poor",7,"high",104,"142"
"1591","13","3358","Male","Rich",8,"high",104,"142"
"1592","13","3359","Male","Medium",10,"high",122,"142"
"1593","13","3360","Male","Rich",9,"high",95,"142"
"1594","13","3361","Female","Rich",9,"high",99,"142"
"1595","13","3362","Male","Rich",6,"high",101,"142"
"1596","13","3366","Female","Poor",7,"high",111,"142"
"1597","13","3367","Female","Poor",8,"high",105,"142"
"1598","13","3368","Male","Poor",10,"high",109,"142"
"1599","13","3369","Female","Medium",10,"high",108,"142"
"1600","13","3370","Male","Medium",10,"high",122,"142"
"1601","13","3372","Female","Medium",10,"high",99,"142"
"1602","13","3374","Female","Poor",9,"high",114,"142"
"1603","13","3375","Female","Poor",10,"high",102,"142"
